Year,Brand,Category,Region,Price (USD),Sales Volume,Revenue (USD),Customer Age Group,Customer Gender,Net Worth (USD),GDP per Capita,Inflation Rate (%),Income Level,Social Media Likes,Social Media Shares,Social Media Mentions,Sentiment Score
2023,Rolex,Perfumes,Europe,125.33,497,62289.01,18-24,Female,3617202.73,45000,2.5,High,26121,375,117,0.82
2019,Dior,Shoes,South America,2538.45,293,743765.85,45-54,Non-binary,4307046.93,12000,5.5,Medium,49780,4965,164,0.97
2019,Dior,Accessories,Asia,902.54,461,416070.94,18-24,Non-binary,3900503.05,15000,4.0,Medium,31675,2175,2603,0.86
2023,Louis Vuitton,Watches,South America,6446.75,5,32233.75,35-44,Female,266658.16,12000,5.5,Medium,15546,1052,2784,0.53
2023,Chanel,Shoes,Europe,2019.89,367,741299.63,35-44,Female,3716312.11,45000,2.5,High,33719,961,617,0.6
2019,Gucci,Accessories,Middle East,961.84,196,188520.64,18-24,Male,2122653.19,30000,3.0,High,10037,2178,2168,0.75
2021,Gucci,Watches,Asia,9305.14,10,93051.4,45-54,Female,4581907.82,15000,4.0,Medium,20794,3927,1109,0.67
2020,Dior,Shoes,Europe,1213.54,210,254843.4,25-34,Non-binary,33071.17,45000,2.5,High,16289,3726,1746,0.99
2023,Rolex,Shoes,South America,2033.26,491,998330.66,35-44,Non-binary,23407.61,12000,5.5,Medium,17418,1003,883,0.72
2019,Chanel,Bags,Europe,1829.42,367,671397.14,35-44,Female,15462.32,45000,2.5,High,32372,4697,179,0.97
2020,Louis Vuitton,Bags,Asia,3567.58,414,1476978.12,18-24,Male,528110.82,15000,4.0,Medium,32117,1685,2200,0.6
2021,Rolex,Accessories,North America,1717.76,102,175211.52,25-34,Male,2053412.24,65000,3.5,High,10268,4776,847,0.71
2020,Gucci,Shoes,Asia,2528.26,278,702856.28,18-24,Male,1605140.97,15000,4.0,Medium,17257,2993,1992,0.56
2019,Louis Vuitton,Bags,Middle East,3908.75,284,1110085.0,55+,Male,749072.81,30000,3.0,High,30678,4933,355,0.83
2021,Chanel,Accessories,South America,1011.9,243,245891.7,55+,Non-binary,2504659.53,12000,5.5,Medium,42915,840,2840,0.91
2023,Rolex,Accessories,North America,1499.51,89,133456.39,55+,Female,46361.52,65000,3.5,High,30027,3450,73,0.85
2020,Chanel,Shoes,Middle East,1629.26,85,138487.1,55+,Female,1154733.86,30000,3.0,High,5234,1669,1659,0.71
2023,Dior,Perfumes,North America,242.56,162,39294.72,35-44,Non-binary,1351427.68,65000,3.5,High,35804,4347,2050,0.78
2018,Rolex,Shoes,South America,2854.6,208,593756.8,25-34,Non-binary,1534935.33,12000,5.5,Medium,27963,838,2125,0.87
2022,Louis Vuitton,Watches,Europe,15682.24,39,611607.36,45-54,Non-binary,1657891.17,45000,2.5,High,3602,2352,2073,0.59
2023,Dior,Clothing,Asia,2241.86,124,277990.64,25-34,Male,875422.67,15000,4.0,Medium,45981,2954,784,0.57
2020,Gucci,Perfumes,Europe,451.31,244,110119.64,18-24,Female,942634.14,45000,2.5,High,21517,4857,2875,0.76
2018,Rolex,Perfumes,Europe,410.66,240,98558.4,35-44,Non-binary,2093776.4,45000,2.5,High,29722,4265,359,0.93
2019,Chanel,Bags,Europe,3568.66,150,535299.0,35-44,Male,3813645.84,45000,2.5,High,35344,120,127,0.96
2018,Rolex,Watches,Middle East,6896.65,48,331039.2,35-44,Male,2099383.67,30000,3.0,High,25271,2584,2421,0.76
2020,Gucci,Shoes,Australia,2542.88,466,1184982.08,25-34,Non-binary,1865779.23,55000,2.0,High,30331,2526,2894,0.86
2020,Louis Vuitton,Shoes,Europe,925.9,56,51850.4,35-44,Non-binary,3405909.67,45000,2.5,High,28074,2001,2557,0.87
2018,Louis Vuitton,Clothing,Middle East,928.82,413,383602.66,55+,Female,34265.49,30000,3.0,High,36456,458,1060,0.82
2019,Gucci,Bags,Middle East,4715.51,427,2013522.77,45-54,Female,1866293.24,30000,3.0,High,30652,4534,701,0.97
2021,Dior,Clothing,Europe,1569.87,306,480380.22,45-54,Non-binary,2190334.0,45000,2.5,High,12105,4118,109,0.89
2020,Rolex,Bags,Middle East,2671.55,469,1252956.95,35-44,Male,357609.75,30000,3.0,High,3660,1045,653,0.52
2020,Chanel,Watches,Asia,17631.77,23,405530.71,35-44,Male,3890810.39,15000,4.0,Medium,41200,3879,1439,0.58
2021,Gucci,Clothing,Australia,2059.23,73,150323.79,45-54,Female,4667426.27,55000,2.0,High,29306,2002,810,0.82
2021,Chanel,Accessories,North America,1956.08,458,895884.64,45-54,Non-binary,2766015.76,65000,3.5,High,21246,753,2473,0.57
2020,Rolex,Clothing,Europe,2560.66,279,714424.14,18-24,Male,2348383.27,45000,2.5,High,26768,3093,2116,0.67
2019,Rolex,Clothing,South America,2835.22,74,209806.28,35-44,Male,44418.33,12000,5.5,Medium,4375,2407,2518,0.78
2021,Chanel,Shoes,Australia,1519.49,95,144351.55,35-44,Non-binary,1013832.18,55000,2.0,High,22419,952,1894,0.97
2023,Dior,Perfumes,Europe,268.25,87,23337.75,55+,Male,1036056.07,45000,2.5,High,21380,1658,2308,0.95
2023,Dior,Clothing,Asia,1093.5,141,154183.5,25-34,Female,2879587.82,15000,4.0,Medium,44315,2351,2421,0.85
2021,Dior,Bags,North America,3624.63,66,239225.58,18-24,Male,3406829.07,65000,3.5,High,10518,2423,396,0.85
2018,Dior,Watches,Europe,11734.68,32,375509.76,35-44,Male,4374954.94,45000,2.5,High,39148,197,1858,0.78
2020,Dior,Perfumes,North America,339.49,171,58052.79,35-44,Female,2763568.95,65000,3.5,High,7638,1896,989,0.65
2019,Louis Vuitton,Bags,South America,1639.95,439,719938.05,25-34,Male,696000.94,12000,5.5,Medium,43984,4372,586,0.69
2021,Rolex,Bags,South America,2205.07,370,815875.9,18-24,Female,2864665.13,12000,5.5,Medium,21632,3503,2276,0.72
2019,Chanel,Perfumes,South America,325.77,89,28993.53,45-54,Non-binary,2792636.63,12000,5.5,Medium,24397,2969,847,0.92
2018,Louis Vuitton,Bags,Middle East,3668.06,107,392482.42,45-54,Non-binary,47628.85,30000,3.0,High,30403,4616,1358,0.83
2023,Dior,Watches,Middle East,10283.5,8,82268.0,55+,Female,469229.14,30000,3.0,High,43116,4256,2669,0.97
2018,Chanel,Accessories,Australia,1160.36,225,261081.0,45-54,Male,4009234.95,55000,2.0,High,2902,2345,1083,0.57
2023,Dior,Bags,Middle East,3318.62,458,1519927.96,35-44,Female,2787327.67,30000,3.0,High,44735,304,1878,0.59
2022,Rolex,Clothing,North America,2100.91,206,432787.46,35-44,Female,1312557.79,65000,3.5,High,38093,4897,1293,0.51
2018,Chanel,Accessories,North America,1128.27,84,94774.68,45-54,Female,48958.53,65000,3.5,High,24016,4879,2977,0.97
2021,Dior,Accessories,North America,1145.11,74,84738.14,45-54,Non-binary,1074385.8,65000,3.5,High,28568,1186,2712,0.86
2023,Rolex,Watches,Australia,13312.31,33,439306.23,25-34,Non-binary,29918.27,55000,2.0,High,7217,4335,1853,0.65
2020,Dior,Bags,Australia,1539.6,488,751324.8,25-34,Female,19287.87,55000,2.0,High,32772,1692,86,0.78
2021,Dior,Clothing,Asia,2950.21,207,610693.47,45-54,Male,879346.43,15000,4.0,Medium,2097,4622,374,0.88
2023,Gucci,Shoes,Europe,1194.49,91,108698.59,25-34,Female,4837806.23,45000,2.5,High,10311,1272,1740,0.91
2020,Chanel,Perfumes,North America,328.6,376,123553.6,45-54,Male,32347.55,65000,3.5,High,28145,1175,1361,0.7
2018,Dior,Perfumes,North America,466.91,175,81709.25,55+,Male,3031532.89,65000,3.5,High,37328,3731,2996,0.91
2020,Louis Vuitton,Bags,Asia,2581.73,412,1063672.76,25-34,Non-binary,3765362.68,15000,4.0,Medium,48411,3983,2302,0.9
2020,Rolex,Bags,Europe,4709.35,487,2293453.45,55+,Non-binary,36463.24,45000,2.5,High,41504,3400,702,0.99
2020,Dior,Clothing,Australia,2500.1,497,1242549.7,45-54,Male,3720094.36,55000,2.0,High,49747,227,2670,0.98
2020,Gucci,Clothing,Europe,545.95,360,196542.0,35-44,Male,3292967.55,45000,2.5,High,22191,841,2814,0.86
2021,Dior,Clothing,Middle East,728.67,224,163222.08,25-34,Non-binary,940847.7,30000,3.0,High,25120,469,474,0.8
2023,Louis Vuitton,Perfumes,Australia,468.5,395,185057.5,35-44,Non-binary,739470.63,55000,2.0,High,32098,971,2159,0.64
2020,Dior,Clothing,South America,1028.93,163,167715.59,35-44,Non-binary,18866.72,12000,5.5,Medium,44240,3742,1641,0.71
2019,Chanel,Clothing,Australia,2988.01,333,995007.33,35-44,Non-binary,17139.09,55000,2.0,High,47718,2579,703,0.67
2022,Chanel,Clothing,Asia,728.05,404,294132.2,35-44,Female,4640496.63,15000,4.0,Medium,24274,4611,1453,0.54
2019,Chanel,Watches,Australia,5064.66,37,187392.42,25-34,Non-binary,4067418.26,55000,2.0,High,37681,1331,1360,0.77
2019,Dior,Bags,Europe,4905.24,440,2158305.6,18-24,Male,3627543.14,45000,2.5,High,12402,1333,709,0.74
2018,Chanel,Perfumes,Australia,405.2,413,167347.6,18-24,Female,4585751.97,55000,2.0,High,6896,3738,2894,0.51
2023,Dior,Watches,Europe,20001.27,9,180011.43,45-54,Non-binary,18308.76,45000,2.5,High,19128,1942,1073,0.9
2018,Dior,Perfumes,South America,269.66,372,100313.52,25-34,Non-binary,2555305.78,12000,5.5,Medium,5655,3335,451,0.63
2021,Dior,Shoes,Australia,1780.94,124,220836.56,45-54,Non-binary,3588999.41,55000,2.0,High,10249,1997,622,0.89
2019,Dior,Clothing,South America,506.09,499,252538.91,35-44,Male,365030.74,12000,5.5,Medium,16323,3883,1849,0.78
2023,Rolex,Shoes,Middle East,1114.1,219,243987.9,35-44,Male,292360.96,30000,3.0,High,38792,3848,2409,0.5
2019,Louis Vuitton,Accessories,Australia,1645.43,174,286304.82,55+,Non-binary,1673625.44,55000,2.0,High,37217,425,225,0.66
2022,Dior,Shoes,Middle East,2896.49,349,1010875.01,35-44,Female,31673.54,30000,3.0,High,17205,1438,837,0.68
2020,Chanel,Perfumes,Asia,169.94,101,17163.94,35-44,Male,607834.11,15000,4.0,Medium,38249,2891,325,0.6
2023,Gucci,Watches,North America,8835.13,5,44175.65,25-34,Non-binary,280454.35,65000,3.5,High,45731,2350,2307,0.97
2018,Louis Vuitton,Accessories,North America,1043.26,83,86590.58,55+,Female,3610051.52,65000,3.5,High,19280,472,1363,0.51
2018,Dior,Clothing,North America,2802.6,368,1031356.8,25-34,Non-binary,890304.16,65000,3.5,High,27769,1022,885,0.59
2020,Gucci,Clothing,Australia,2968.9,465,1380538.5,18-24,Non-binary,216219.8,55000,2.0,High,23984,4613,1182,0.69
2021,Rolex,Accessories,Europe,1537.67,153,235263.51,45-54,Female,2902062.57,45000,2.5,High,21716,4860,1016,0.57
2023,Chanel,Clothing,Asia,2536.52,104,263798.08,55+,Non-binary,3222714.5,15000,4.0,Medium,11311,1648,2669,0.92
2021,Chanel,Perfumes,Australia,438.06,57,24969.42,35-44,Female,1602904.98,55000,2.0,High,27159,2052,2644,0.75
2023,Gucci,Clothing,Asia,1119.79,396,443436.84,18-24,Non-binary,3478382.71,15000,4.0,Medium,23821,3441,687,0.82
2022,Louis Vuitton,Bags,Asia,3937.29,331,1303242.99,18-24,Male,37177.83,15000,4.0,Medium,15176,3552,405,0.99
2020,Chanel,Shoes,Europe,2355.38,365,859713.7,55+,Non-binary,332896.25,45000,2.5,High,48030,1680,1567,0.83
2021,Rolex,Watches,Australia,17155.76,21,360270.96,18-24,Male,1087992.54,55000,2.0,High,35508,3860,907,0.94
2022,Louis Vuitton,Accessories,Australia,1920.25,186,357166.5,25-34,Male,1167335.95,55000,2.0,High,17061,1230,1882,0.66
2019,Chanel,Accessories,North America,524.6,82,43017.2,18-24,Non-binary,823669.68,65000,3.5,High,41061,4899,742,0.93
2021,Louis Vuitton,Shoes,Australia,2459.51,51,125435.01,35-44,Female,4357306.9,55000,2.0,High,2775,3217,682,0.86
2021,Rolex,Bags,Australia,3126.67,299,934874.33,35-44,Non-binary,3558233.48,55000,2.0,High,46896,4159,1792,0.68
2020,Chanel,Clothing,South America,1622.65,459,744796.35,25-34,Female,3176527.87,12000,5.5,Medium,2946,2569,1193,0.74
2021,Louis Vuitton,Perfumes,Middle East,339.88,338,114879.44,55+,Male,3533941.49,30000,3.0,High,23881,2075,745,0.9
2022,Rolex,Accessories,Europe,1785.41,135,241030.35,55+,Female,436890.65,45000,2.5,High,15005,2094,2080,0.62
2022,Dior,Clothing,Middle East,1139.12,71,80877.52,18-24,Female,4642338.83,30000,3.0,High,22633,516,1778,0.94
2023,Louis Vuitton,Watches,South America,13954.51,49,683770.99,18-24,Non-binary,4581824.38,12000,5.5,Medium,33118,1089,1216,0.72
2018,Chanel,Clothing,Australia,1039.66,354,368039.64,25-34,Male,3023070.75,55000,2.0,High,35651,2144,2615,0.9
2023,Rolex,Bags,Europe,3244.45,296,960357.2,45-54,Non-binary,29789.87,45000,2.5,High,39679,1442,2358,0.93
2020,Chanel,Clothing,South America,2147.75,157,337196.75,45-54,Female,2471441.36,12000,5.5,Medium,6049,3364,2965,0.85
2023,Dior,Bags,Asia,3484.97,309,1076855.73,55+,Female,1078625.59,15000,4.0,Medium,44169,3498,1862,0.52
2022,Rolex,Accessories,South America,766.86,457,350455.02,25-34,Non-binary,2682826.07,12000,5.5,Medium,7248,2929,1228,0.65
2021,Chanel,Shoes,Middle East,2714.54,197,534764.38,18-24,Non-binary,1948180.96,30000,3.0,High,35928,1647,2668,0.59
2022,Gucci,Watches,Asia,20151.76,17,342579.92,25-34,Non-binary,9635.85,15000,4.0,Medium,11663,2482,601,0.85
2018,Louis Vuitton,Perfumes,Middle East,451.83,278,125608.74,55+,Non-binary,3902824.13,30000,3.0,High,32853,1570,145,0.69
2021,Chanel,Watches,Europe,19176.39,8,153411.12,35-44,Male,15496.0,45000,2.5,High,9948,691,1243,0.53
2019,Rolex,Bags,Australia,2601.79,94,244568.26,25-34,Non-binary,1924178.09,55000,2.0,High,8447,3180,1377,0.88
2020,Gucci,Watches,Asia,10650.65,16,170410.4,35-44,Non-binary,1364000.45,15000,4.0,Medium,27569,4945,776,0.89
2018,Dior,Shoes,Asia,2339.4,103,240958.2,25-34,Male,1356446.35,15000,4.0,Medium,10260,3512,1243,0.8
2022,Dior,Perfumes,South America,493.2,150,73980.0,55+,Non-binary,3079766.35,12000,5.5,Medium,46732,4532,1581,0.85
2020,Gucci,Perfumes,Asia,412.91,68,28077.88,45-54,Male,4183756.71,15000,4.0,Medium,41748,4082,335,0.91
2019,Dior,Watches,North America,6926.23,48,332459.04,25-34,Male,643198.74,65000,3.5,High,41109,2144,1976,0.51
2020,Chanel,Accessories,South America,1942.41,420,815812.2,35-44,Male,1233861.34,12000,5.5,Medium,3572,2876,100,0.76
2022,Chanel,Perfumes,Middle East,415.15,150,62272.5,25-34,Female,3190194.63,30000,3.0,High,42989,2983,2520,0.52
2020,Rolex,Perfumes,Australia,237.65,417,99100.05,45-54,Non-binary,4241997.9,55000,2.0,High,33259,1629,570,0.78
2019,Rolex,Clothing,Middle East,1360.07,51,69363.57,35-44,Female,4769454.44,30000,3.0,High,38737,430,133,0.72
2018,Dior,Accessories,Middle East,591.5,225,133087.5,18-24,Female,1643766.63,30000,3.0,High,21509,3292,1559,0.93
2019,Chanel,Clothing,North America,1022.4,452,462124.8,35-44,Male,1490768.48,65000,3.5,High,49486,1299,272,0.86
2023,Rolex,Bags,Middle East,3990.5,366,1460523.0,18-24,Female,4459230.36,30000,3.0,High,20181,4769,621,0.79
2023,Gucci,Perfumes,South America,223.41,129,28819.89,25-34,Non-binary,868332.75,12000,5.5,Medium,46535,1822,1465,0.95
2021,Rolex,Shoes,Australia,1925.26,459,883694.34,25-34,Non-binary,2281276.23,55000,2.0,High,16325,2887,1898,0.79
2020,Rolex,Accessories,Asia,489.54,66,32309.64,35-44,Male,2488453.15,15000,4.0,Medium,8588,1464,683,0.6
2019,Rolex,Shoes,South America,2650.47,352,932965.44,55+,Non-binary,669793.34,12000,5.5,Medium,42120,467,1981,0.56
2020,Dior,Shoes,Australia,846.67,392,331894.64,25-34,Female,158528.38,55000,2.0,High,37742,3682,648,0.56
2019,Rolex,Shoes,Asia,1359.5,393,534283.5,45-54,Female,4402759.57,15000,4.0,Medium,30855,4320,2091,0.66
2020,Louis Vuitton,Perfumes,Europe,223.09,123,27440.07,35-44,Female,1954045.97,45000,2.5,High,37743,3136,2248,0.78
2020,Dior,Bags,Asia,4423.82,453,2003990.46,35-44,Male,4833500.98,15000,4.0,Medium,41715,4452,121,0.71
2022,Louis Vuitton,Clothing,North America,545.27,427,232830.29,35-44,Male,233111.54,65000,3.5,High,16927,114,335,0.76
2018,Rolex,Bags,Australia,3180.63,397,1262710.11,25-34,Female,770966.95,55000,2.0,High,44217,250,1566,0.84
2022,Louis Vuitton,Perfumes,North America,100.8,354,35683.2,18-24,Female,3397278.46,65000,3.5,High,28414,1734,2638,0.53
2020,Chanel,Shoes,North America,2457.15,62,152343.3,18-24,Female,4042630.42,65000,3.5,High,18113,2388,1194,0.91
2022,Louis Vuitton,Clothing,Australia,1679.92,168,282226.56,18-24,Female,874062.05,55000,2.0,High,31668,1201,843,0.88
2019,Chanel,Perfumes,Middle East,157.9,310,48949.0,35-44,Female,4029644.61,30000,3.0,High,7520,4167,323,0.51
2020,Rolex,Accessories,Middle East,1767.04,415,733321.6,35-44,Female,4575714.47,30000,3.0,High,47973,3419,2040,0.82
2022,Gucci,Accessories,Middle East,1716.53,124,212849.72,25-34,Female,3058548.43,30000,3.0,High,4101,4619,2968,0.67
2020,Dior,Clothing,Middle East,1025.5,129,132289.5,35-44,Non-binary,1701569.01,30000,3.0,High,6411,4653,859,0.68
2018,Louis Vuitton,Bags,Europe,4487.37,451,2023803.87,45-54,Female,24716.86,45000,2.5,High,43542,382,1886,0.5
2018,Chanel,Watches,Europe,20953.52,10,209535.2,45-54,Non-binary,243785.43,45000,2.5,High,12895,1046,588,0.62
2023,Gucci,Watches,Europe,24474.07,38,930014.66,18-24,Male,1945822.77,45000,2.5,High,30445,3370,1019,0.97
2018,Louis Vuitton,Watches,South America,15285.44,21,320994.24,35-44,Male,1497137.14,12000,5.5,Medium,6965,3884,2933,0.51
2018,Dior,Perfumes,North America,153.25,283,43369.75,55+,Non-binary,899764.93,65000,3.5,High,6279,1168,2044,0.88
2023,Rolex,Bags,Europe,3905.94,251,980390.94,55+,Non-binary,4892288.24,45000,2.5,High,38389,3818,2371,0.65
2019,Louis Vuitton,Shoes,Asia,890.63,262,233345.06,45-54,Non-binary,1979825.25,15000,4.0,Medium,7583,1880,383,0.59
2020,Rolex,Shoes,Europe,2246.82,97,217941.54,18-24,Female,23901.63,45000,2.5,High,4759,1830,2527,0.53
2019,Dior,Bags,Australia,2413.14,414,999039.96,35-44,Non-binary,1562897.19,55000,2.0,High,33660,2723,2772,0.6
2022,Gucci,Bags,North America,1939.79,300,581937.0,35-44,Female,4857248.67,65000,3.5,High,31146,1422,1271,0.53
2018,Gucci,Clothing,Australia,2630.36,195,512920.2,55+,Female,4075074.92,55000,2.0,High,23277,605,1745,0.67
2019,Chanel,Clothing,South America,1598.99,494,789901.06,55+,Female,2651938.26,12000,5.5,Medium,49389,2181,2772,0.75
2019,Gucci,Watches,South America,19089.16,40,763566.4,55+,Non-binary,2862685.91,12000,5.5,Medium,18058,829,155,0.82
2020,Dior,Shoes,Asia,1663.4,408,678667.2,55+,Non-binary,3763855.46,15000,4.0,Medium,34359,4658,865,0.99
2022,Chanel,Perfumes,Middle East,129.88,317,41171.96,25-34,Male,814744.99,30000,3.0,High,40663,392,1011,0.98
2022,Dior,Watches,Europe,24430.28,15,366454.2,45-54,Female,4626988.68,45000,2.5,High,22085,4671,1897,0.73
2019,Dior,Perfumes,Europe,168.1,97,16305.7,35-44,Female,19726.47,45000,2.5,High,48356,757,2002,0.77
2022,Gucci,Clothing,North America,1221.36,492,600909.12,25-34,Female,2931793.41,65000,3.5,High,19599,2797,1888,0.51
2018,Gucci,Accessories,Europe,1717.99,167,286904.33,45-54,Female,3323233.3,45000,2.5,High,21792,4219,2136,0.84
2020,Chanel,Shoes,Asia,2582.45,133,343465.85,18-24,Non-binary,2114191.62,15000,4.0,Medium,42223,2511,2212,0.76
2018,Louis Vuitton,Clothing,Australia,2146.35,117,251122.95,18-24,Non-binary,3821918.85,55000,2.0,High,44429,3236,526,0.97
2018,Dior,Shoes,Asia,2338.46,150,350769.0,55+,Non-binary,2830651.78,15000,4.0,Medium,12494,2254,185,0.79
2018,Dior,Bags,Asia,4013.41,179,718400.39,35-44,Male,4657207.01,15000,4.0,Medium,30124,224,1917,0.62
2023,Louis Vuitton,Perfumes,Middle East,287.91,189,54414.99,45-54,Non-binary,25602.46,30000,3.0,High,4146,3602,1854,0.96
2020,Louis Vuitton,Accessories,Asia,1269.75,403,511709.25,45-54,Male,1382132.23,15000,4.0,Medium,13939,1150,613,0.72
2018,Chanel,Clothing,North America,1147.99,250,286997.5,35-44,Female,4905127.32,65000,3.5,High,46067,2607,1368,0.61
2019,Rolex,Bags,Australia,2981.95,458,1365733.1,18-24,Male,2542373.27,55000,2.0,High,4355,1781,1929,0.97
2018,Dior,Perfumes,Middle East,420.66,351,147651.66,45-54,Non-binary,1375920.38,30000,3.0,High,44222,3548,889,0.73
2022,Dior,Perfumes,Australia,385.4,128,49331.2,25-34,Male,4103564.81,55000,2.0,High,6080,524,2860,0.7
2019,Rolex,Clothing,Asia,2580.13,199,513445.87,25-34,Non-binary,3814171.54,15000,4.0,Medium,42956,1331,448,0.82
2020,Chanel,Watches,Middle East,24182.69,8,193461.52,45-54,Male,3778304.53,30000,3.0,High,23255,1530,496,0.65
2022,Dior,Accessories,Europe,1168.41,131,153061.71,35-44,Female,1776182.23,45000,2.5,High,29552,2613,520,0.8
2023,Chanel,Perfumes,Middle East,246.42,139,34252.38,18-24,Female,1296242.92,30000,3.0,High,6713,3635,2159,0.68
2018,Gucci,Accessories,Australia,1904.94,183,348604.02,18-24,Non-binary,585399.84,55000,2.0,High,14149,3648,350,0.67
2023,Gucci,Perfumes,North America,416.68,66,27500.88,45-54,Female,2694477.0,65000,3.5,High,25786,4379,1527,0.95
2021,Chanel,Clothing,Middle East,1144.92,290,332026.8,25-34,Female,10503.8,30000,3.0,High,43809,3082,1092,0.94
2018,Chanel,Shoes,Europe,882.9,195,172165.5,18-24,Non-binary,2753495.36,45000,2.5,High,37038,3045,1847,0.57
2020,Chanel,Shoes,Asia,818.64,148,121158.72,35-44,Female,1883461.82,15000,4.0,Medium,45718,1468,1025,0.97
2023,Louis Vuitton,Watches,Middle East,17941.95,16,287071.2,45-54,Female,1377403.97,30000,3.0,High,36976,1086,2736,0.62
2021,Dior,Clothing,North America,2953.25,379,1119281.75,55+,Non-binary,2606948.96,65000,3.5,High,33290,3582,1986,0.85
2023,Chanel,Clothing,North America,750.7,456,342319.2,55+,Female,24839.52,65000,3.5,High,2320,2982,2976,0.54
2018,Dior,Shoes,South America,2675.66,54,144485.64,45-54,Non-binary,681951.46,12000,5.5,Medium,14276,792,2596,0.75
2022,Rolex,Perfumes,Middle East,162.2,70,11354.0,45-54,Female,4608335.22,30000,3.0,High,1730,873,62,0.62
2021,Gucci,Bags,South America,2282.01,203,463248.03,25-34,Male,148334.66,12000,5.5,Medium,43089,2181,1858,0.92
2021,Gucci,Accessories,Australia,1296.51,238,308569.38,45-54,Female,1352702.95,55000,2.0,High,27059,703,551,0.82
2023,Dior,Clothing,Asia,2780.44,189,525503.16,35-44,Female,2688042.24,15000,4.0,Medium,15325,2538,401,0.86
2021,Gucci,Shoes,South America,2634.71,203,534846.13,35-44,Male,1513916.64,12000,5.5,Medium,48467,4981,2741,0.94
2021,Gucci,Bags,Europe,2316.5,203,470249.5,18-24,Non-binary,6611.57,45000,2.5,High,2416,525,2544,0.97
2023,Dior,Perfumes,Middle East,213.86,427,91318.22,55+,Non-binary,1194817.51,30000,3.0,High,13019,228,278,0.7
2018,Rolex,Shoes,Middle East,817.2,187,152816.4,55+,Male,2470526.22,30000,3.0,High,22985,2926,633,0.96
2020,Rolex,Watches,South America,13790.54,22,303391.88,55+,Female,2955998.09,12000,5.5,Medium,46185,720,2254,0.51
2021,Louis Vuitton,Perfumes,Australia,163.27,113,18449.51,25-34,Non-binary,18999.15,55000,2.0,High,39851,4275,2062,0.82
